\FILE_NAME,\STAR_ID,\DATA_CATEGORY,\NUMBER_OF_POINTS,\TIME_REFERENCE_FRAME,\MINIMUM_DATE,\DATE_UNITS,\MAXIMUM_DATE,\MINIMUM_VALUE,\VALUE_UNITS,\MAXIMUM_VALUE,\REFERENCE,\BIBCODE,\TELESCOPE,\INSTRUMENT,\WAVELENGTH_CALIBRATION_TECHNIQUE,\OBSERVATORY_SITE,\COLUMN_FCJD,\COLUMN_RADIAL_VELOCITY
XO-1_046_RV.tbl,2MASS J15554286+2828228,Planet Radial Velocity Curve,21,FCJD,2454955.774201,days,2455454.609479,-95.477,m/s,52.892,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD4203_081_RV.tbl,2MASS J00440573+2011124,Planet Radial Velocity Curve,36,FCJD,2454778.750093,days,2455553.690671,-328.273,m/s,279.085,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_M13_050_RV.tbl,2MASS J16383758+3553331,Planet Radial Velocity Curve,35,FCJD,2455640.898380,days,2456027.872222,-103.911,m/s,198.060,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_VOD2_120_RV.tbl,NMD1-0901-0215392,Planet Radial Velocity Curve,21,FCJD,2455579.917894,days,2456084.639502,-159.377,m/s,165.375,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD219828_027_RV.tbl,2MASS J23224537+1842460,Planet Radial Velocity Curve,32,FCJD,2454782.702616,days,2455553.639896,-9015.011,m/s,3264.328,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GL273_065_RV.tbl,2MASS J07252298+0453323,Planet Radial Velocity Curve,27,FCJD,2454782.994757,days,2455557.925394,-2391.344,m/s,1785.602,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD88133_031_RV.tbl,TYC 1422-00526-1,Planet Radial Velocity Curve,26,FCJD,2454960.634549,days,2455553.845625,-2609.677,m/s,4002.757,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K5_092_RV.tbl,2MASS J19311817+4749378,Planet Radial Velocity Curve,22,FCJD,2454994.880093,days,2455496.609433,-73.555,m/s,72.236,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HAT-P-3_082_RV.tbl,2MASS J13435765+4714313,Planet Radial Velocity Curve,23,FCJD,2454901.948889,days,2455349.824271,-84.140,m/s,132.639,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
51PEG_008_RV.tbl,2MASS J22580091+2031277,Planet Radial Velocity Curve,32,FCJD,2454781.560405,days,2455553.588576,-172.258,m/s,193.739,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GL273_106_RV.tbl,2MASS J07263946+0457428,Planet Radial Velocity Curve,27,FCJD,2454782.994757,days,2455557.925394,-159.247,m/s,146.599,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
XO-1_025_RV.tbl,2MASS J16022465+2656453,Planet Radial Velocity Curve,21,FCJD,2454955.774201,days,2455454.609479,-24089.061,m/s,21316.230,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_VOD2_043_RV.tbl,NMD1-0893-0218432,Planet Radial Velocity Curve,21,FCJD,2455579.917894,days,2456084.639502,-108.165,m/s,138.674,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_N5466_083_RV.tbl,2MASS J14082969+2858575,Planet Radial Velocity Curve,35,FCJD,2455613.974352,days,2456048.807477,-132.543,m/s,78.498,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GL273_006_RV.tbl,2MASS J07310412+0430114,Planet Radial Velocity Curve,27,FCJD,2454782.994757,days,2455557.925394,-446.396,m/s,253.978,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD88133_052_RV.tbl,2MASS J10132028+1849597,Planet Radial Velocity Curve,26,FCJD,2454960.634549,days,2455553.845625,-132.465,m/s,172.597,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
51PEG_108_RV.tbl,TYC 1717-00404-1,Planet Radial Velocity Curve,32,FCJD,2454781.560405,days,2455553.588576,-197.651,m/s,175.317,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_M13_033_RV.tbl,2MASS J16454754+3639293,Planet Radial Velocity Curve,35,FCJD,2455640.898380,days,2456027.872222,-123.409,m/s,176.563,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD219828_044_RV.tbl,2MASS J23194036+1932458,Planet Radial Velocity Curve,32,FCJD,2454782.702616,days,2455553.639896,-21554.334,m/s,18581.508,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_N2420_101_RV.tbl,2MASS J07385432+2245109,Planet Radial Velocity Curve,27,FCJD,2455575.847975,days,2456022.606678,-212.461,m/s,391.001,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD68988_067_RV.tbl,2MASS J08224391+6142511,Planet Radial Velocity Curve,39,FCJD,2454782.949317,days,2455522.982975,-37616.133,m/s,41500.527,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
XO-2_098_RV.tbl,2MASS J07482820+4958586,Planet Radial Velocity Curve,30,FCJD,2454840.961655,days,2455527.892627,-5709.418,m/s,3212.528,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K7_016_RV.tbl,2MASS J18544117+4606401,Planet Radial Velocity Curve,20,FCJD,2454963.934572,days,2455468.690903,-276.099,m/s,267.441,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD118203_037_RV.tbl,2MASS J13403436+5245084,Planet Radial Velocity Curve,24,FCJD,2454926.852755,days,2455558.013808,-236.115,m/s,230.983,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K14_031_RV.tbl,2MASS J20041135+4505154,Planet Radial Velocity Curve,25,FCJD,2455139.636505,days,2455542.555382,-975.419,m/s,1011.545,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_N2420_001_RV.tbl,2MASS J07373197+2015003,Planet Radial Velocity Curve,27,FCJD,2455575.847975,days,2456022.606678,-406.386,m/s,161.939,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HIP14810_074_RV.tbl,2MASS J03082889+2012541,Planet Radial Velocity Curve,33,FCJD,2454777.817905,days,2455557.789294,-216.859,m/s,257.916,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_N4147_095_RV.tbl,2MASS J12071252+1847389,Planet Radial Velocity Curve,32,FCJD,2455577.929039,days,2455990.795104,-360.655,m/s,2420.836,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
KEPLER3.TRES-2_062_RV.tbl,2MASS J19050338+4905159,Planet Radial Velocity Curve,21,FCJD,2454956.914896,days,2455521.551042,-155.514,m/s,152.713,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K7_116_RV.tbl,TYC 3132-01954-1,Planet Radial Velocity Curve,20,FCJD,2454963.934572,days,2455468.690903,-85.674,m/s,33.370,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HAT-P-1_065_RV.tbl,2MASS J22535361+3923349,Planet Radial Velocity Curve,31,FCJD,2454777.650150,days,2455543.598148,-320.412,m/s,250.102,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1631_051_RV.tbl,2MASS J06423237+6101553,Planet Radial Velocity Curve,32,FCJD,2454779.866354,days,2455556.925718,-150.464,m/s,439.533,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1348_074_RV.tbl,2MASS J17272806+4234031,Planet Radial Velocity Curve,24,FCJD,2454935.896042,days,2455486.571053,-246.665,m/s,180.543,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
51PEG_075_RV.tbl,2MASS J22543061+2141365,Planet Radial Velocity Curve,32,FCJD,2454781.560405,days,2455553.588576,-179.875,m/s,142.875,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1572_052_RV.tbl,2MASS J21223147+5503179,Planet Radial Velocity Curve,32,FCJD,2454993.897523,days,2455550.601528,-186.952,m/s,192.630,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
XO-1_058_RV.tbl,2MASS J16022527+2732094,Planet Radial Velocity Curve,21,FCJD,2454955.774201,days,2455454.609479,-130.503,m/s,179.453,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K10_077_RV.tbl,2MASS J19360112+4636162,Planet Radial Velocity Curve,23,FCJD,2454934.956875,days,2455550.556447,-416.284,m/s,743.634,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_M3_099_RV.tbl,2MASS J13462652+2850247,Planet Radial Velocity Curve,42,FCJD,2455610.028079,days,2456078.634282,-376.357,m/s,189.198,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_VOD3_001_RV.tbl,NMD1-0810-0248802,Planet Radial Velocity Curve,18,FCJD,2455580.943345,days,2456082.637917,-31274.865,m/s,8252.952,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_210+08_095_RV.tbl,2MASS J07181757+0620062,Planet Radial Velocity Curve,25,FCJD,2455578.853924,days,2456019.615174,-294.943,m/s,278.592,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1110_063_RV.tbl,TYC 2444-01071-1,Planet Radial Velocity Curve,23,FCJD,2454901.718171,days,2455523.825903,-4217.797,m/s,13247.735,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_VOD3_101_RV.tbl,NMD1-0830-0293900,Planet Radial Velocity Curve,18,FCJD,2455580.943345,days,2456082.637917,-185.181,m/s,273.648,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD219828_039_RV.tbl,2MASS J23225131+1939579,Planet Radial Velocity Curve,32,FCJD,2454782.702616,days,2455553.639896,-97.049,m/s,99.292,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD80606_092_RV.tbl,2MASS J09225397+4907009,Planet Radial Velocity Curve,25,FCJD,2454817.001759,days,2455527.977963,-140.086,m/s,109.902,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HIP14810_109_RV.tbl,2MASS J03091380+2101268,Planet Radial Velocity Curve,33,FCJD,2454777.817905,days,2455557.789294,-236.236,m/s,252.501,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1349_053_RV.tbl,2MASS J17491770+4142195,Planet Radial Velocity Curve,24,FCJD,2454956.868252,days,2455488.590394,-219.893,m/s,346.744,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K15_016_RV.tbl,2MASS J19392310+4442016,Planet Radial Velocity Curve,20,FCJD,2454902.997951,days,2455489.611042,-258.944,m/s,193.119,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_VOD1_083_RV.tbl,UCAC-182-114529,Planet Radial Velocity Curve,20,FCJD,2455579.962882,days,2456086.639618,-485.447,m/s,440.936,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1348_109_RV.tbl,2MASS J17261635+4148027,Planet Radial Velocity Curve,24,FCJD,2454935.896042,days,2455486.571053,-55457.711,m/s,64696.297,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1068_033_RV.tbl,2MASS J17411186+2855437,Planet Radial Velocity Curve,24,FCJD,2454955.864016,days,2455382.915764,-300.421,m/s,295.739,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K8_002_RV.tbl,2MASS J18463129+4221055,Planet Radial Velocity Curve,27,FCJD,2454928.939653,days,2455370.653819,-219.967,m/s,188.334,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HAT-P-1_118_RV.tbl,2MASS J22594061+3848449,Planet Radial Velocity Curve,31,FCJD,2454777.650150,days,2455543.598148,-265.484,m/s,228.846,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD46375_077_RV.tbl,2MASS J06312575+0547425,Planet Radial Velocity Curve,23,FCJD,2454931.613194,days,2455557.831134,-8680.162,m/s,20785.307,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HIP14810_009_RV.tbl,2MASS J03152830+2033314,Planet Radial Velocity Curve,33,FCJD,2454777.817905,days,2455557.789294,-366.745,m/s,374.633,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K8_102_RV.tbl,2MASS J18402063+4307356,Planet Radial Velocity Curve,27,FCJD,2454928.939653,days,2455370.653819,-210.291,m/s,191.926,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HAT-P-1_018_RV.tbl,2MASS J23000661+3715591,Planet Radial Velocity Curve,31,FCJD,2454777.650150,days,2455543.598148,-252.963,m/s,282.171,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K15_116_RV.tbl,2MASS J19474121+4219064,Planet Radial Velocity Curve,20,FCJD,2454902.997951,days,2455489.611042,-161.317,m/s,257.680,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
