\FILE_NAME,\STAR_ID,\DATA_CATEGORY,\NUMBER_OF_POINTS,\TIME_REFERENCE_FRAME,\MINIMUM_DATE,\DATE_UNITS,\MAXIMUM_DATE,\MINIMUM_VALUE,\VALUE_UNITS,\MAXIMUM_VALUE,\REFERENCE,\BIBCODE,\TELESCOPE,\INSTRUMENT,\WAVELENGTH_CALIBRATION_TECHNIQUE,\OBSERVATORY_SITE,\COLUMN_FCJD,\COLUMN_RADIAL_VELOCITY
HD37605_006_RV.tbl,2MASS J05373423+0506433,Planet Radial Velocity Curve,26,FCJD,2454842.814583,days,2455557.880914,-1432.735,m/s,1620.109,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD80606_031_RV.tbl,2MASS J09223625+5142141,Planet Radial Velocity Curve,25,FCJD,2454817.001759,days,2455527.977963,-357.999,m/s,861.003,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD9407_072_RV.tbl,2MASS J01363911+6932333,Planet Radial Velocity Curve,14,FCJD,2454808.622581,days,2455514.685532,-623.319,m/s,493.223,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_VOD1_120_RV.tbl,UCAC-183-111118,Planet Radial Velocity Curve,20,FCJD,2455579.962882,days,2456086.639618,-248.275,m/s,258.641,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GJ436_017_RV.tbl,2MASS J11383655+2527384,Planet Radial Velocity Curve,28,FCJD,2454867.993356,days,2455291.771759,-702.394,m/s,293.735,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD37605_106_RV.tbl,TYC 0126-00598-1,Planet Radial Velocity Curve,26,FCJD,2454842.814583,days,2455557.880914,-92.348,m/s,170.877,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_SGR1_069_RV.tbl,2MASS J08101057+3157100,Planet Radial Velocity Curve,27,FCJD,2455577.886238,days,2456022.681308,-170.976,m/s,94.599,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD49674_104_RV.tbl,2MASS J06471259+4000535,Planet Radial Velocity Curve,30,FCJD,2454779.836308,days,2455522.893287,-133.346,m/s,135.540,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K21_008_RV.tbl,2MASS J19240323+3918495,Planet Radial Velocity Curve,18,FCJD,2454956.820637,days,2455483.697546,-143.965,m/s,125.768,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
KEPLER4_039_RV.tbl,2MASS J18481965+4827147,Planet Radial Velocity Curve,22,FCJD,2454994.836597,days,2455496.564896,-74.413,m/s,149.498,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K4_075_RV.tbl,2MASS J19384704+5057133,Planet Radial Velocity Curve,20,FCJD,2454962.829583,days,2455543.556134,-148.932,m/s,150.398,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GJ176_101_RV.tbl,2MASS J04381618+1857351,Planet Radial Velocity Curve,29,FCJD,2454778.841690,days,2455556.882812,-146.350,m/s,109.800,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD89744_008_RV.tbl,2MASS J10200265+4158553,Planet Radial Velocity Curve,33,FCJD,2454811.970694,days,2455553.941806,-9466.431,m/s,2019.877,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD17156_066_RV.tbl,2MASS J02322541+7218036,Planet Radial Velocity Curve,40,FCJD,2454781.612616,days,2455556.786181,-29130.848,m/s,2345.379,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD17092_108_RV.tbl,2MASS J02480514+4811517,Planet Radial Velocity Curve,11,FCJD,2454805.791863,days,2455514.719919,-71.735,m/s,62.526,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD89744_108_RV.tbl,TYC 3001-00135-1,Planet Radial Velocity Curve,33,FCJD,2454811.970694,days,2455553.941806,-93.351,m/s,86.144,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GJ176_001_RV.tbl,2MASS J04391924+1808370,Planet Radial Velocity Curve,29,FCJD,2454778.841690,days,2455556.882812,-188.488,m/s,140.273,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
47UMA_042_RV.tbl,2MASS J10582817+4008552,Planet Radial Velocity Curve,28,FCJD,2454927.821296,days,2455557.971782,-132.251,m/s,244.662,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_210+08_036_RV.tbl,2MASS J07182232+0618562,Planet Radial Velocity Curve,25,FCJD,2455578.853924,days,2456019.615174,-25240.395,m/s,21876.900,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD89307_068_RV.tbl,2MASS J10174881+1401357,Planet Radial Velocity Curve,29,FCJD,2454812.015012,days,2455553.894375,-215.846,m/s,218.993,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1572_092_RV.tbl,2MASS J21280086+5328101,Planet Radial Velocity Curve,32,FCJD,2454993.897523,days,2455550.601528,-389.557,m/s,1753.513,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
XO-1_098_RV.tbl,2MASS J16022186+2734387,Planet Radial Velocity Curve,21,FCJD,2454955.774201,days,2455454.609479,-169.961,m/s,301.752,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD17156_005_RV.tbl,2MASS J02430451+7046338,Planet Radial Velocity Curve,40,FCJD,2454781.612616,days,2455556.786181,-112.716,m/s,136.140,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K4_016_RV.tbl,2MASS J19463614+5015095,Planet Radial Velocity Curve,20,FCJD,2454962.829583,days,2455543.556134,-225.693,m/s,135.840,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_M3_059_RV.tbl,2MASS J13395184+2717343,Planet Radial Velocity Curve,42,FCJD,2455610.028079,days,2456078.634282,-363.732,m/s,166.845,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD17156_105_RV.tbl,2MASS J02340458+7222127,Planet Radial Velocity Curve,40,FCJD,2454781.612616,days,2455556.786181,-149.400,m/s,157.839,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_210+08_055_RV.tbl,2MASS J07100941+0618334,Planet Radial Velocity Curve,25,FCJD,2455578.853924,days,2456019.615174,-319.788,m/s,166.485,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
47UMA_021_RV.tbl,2MASS J11031587+4004321,Planet Radial Velocity Curve,28,FCJD,2454927.821296,days,2455557.971782,-284.662,m/s,183.669,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K4_116_RV.tbl,2MASS J19445255+4915554,Planet Radial Velocity Curve,20,FCJD,2454962.829583,days,2455543.556134,-171.869,m/s,140.412,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GJ176_062_RV.tbl,2MASS J04371639+1848345,Planet Radial Velocity Curve,29,FCJD,2454778.841690,days,2455556.882812,-50104.234,m/s,42768.000,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD49674_067_RV.tbl,2MASS J06555772+4114431,Planet Radial Velocity Curve,30,FCJD,2454779.836308,days,2455522.893287,-3586.215,m/s,17639.697,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD43691_019_RV.tbl,2MASS J06224663+4219105,Planet Radial Velocity Curve,33,FCJD,2454779.801817,days,2455550.880475,-383.556,m/s,192.643,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
XO-2_025_RV.tbl,2MASS J07471467+4919308,Planet Radial Velocity Curve,30,FCJD,2454840.961655,days,2455527.892627,-161.403,m/s,193.088,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1349_093_RV.tbl,2MASS J17495896+4157390,Planet Radial Velocity Curve,24,FCJD,2454956.868252,days,2455488.590394,-208.172,m/s,320.792,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD37605_065_RV.tbl,2MASS J05353029+0639177,Planet Radial Velocity Curve,26,FCJD,2454842.814583,days,2455557.880914,-304.218,m/s,301.055,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD9407_011_RV.tbl,2MASS J01354792+6910040,Planet Radial Velocity Curve,14,FCJD,2454808.622581,days,2455514.685532,-70.527,m/s,58.293,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_VOD1_043_RV.tbl,UCAC-181-115958,Planet Radial Velocity Curve,20,FCJD,2455579.962882,days,2456086.639618,-432.996,m/s,380.276,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K20_031_RV.tbl,2MASS J19375487+4049540,Planet Radial Velocity Curve,24,FCJD,2455139.590718,days,2455544.554537,-115.202,m/s,103.879,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_N4147_028_RV.tbl,2MASS J12103796+1830151,Planet Radial Velocity Curve,32,FCJD,2455577.929039,days,2455990.795104,-114.836,m/s,142.694,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD9407_111_RV.tbl,2MASS J01363533+6842505,Planet Radial Velocity Curve,14,FCJD,2454808.622581,days,2455514.685532,-174.070,m/s,124.596,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD43691_119_RV.tbl,2MASS J06224715+4057543,Planet Radial Velocity Curve,33,FCJD,2454779.801817,days,2455550.880475,-978.209,m/s,232.951,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GJ436_074_RV.tbl,2MASS J11372473+2548095,Planet Radial Velocity Curve,28,FCJD,2454867.993356,days,2455291.771759,-148.933,m/s,116.012,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD4203_022_RV.tbl,2MASS J00473856+2000111,Planet Radial Velocity Curve,36,FCJD,2454778.750093,days,2455553.690671,-2441.243,m/s,2409.616,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HAT-P-3_042_RV.tbl,2MASS J13434257+4710302,Planet Radial Velocity Curve,23,FCJD,2454901.948889,days,2455349.824271,-230.720,m/s,182.246,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD17156_078_RV.tbl,TYC 4321-01798-1,Planet Radial Velocity Curve,40,FCJD,2454781.612616,days,2455556.786181,-8483.607,m/s,15572.838,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_N5466_043_RV.tbl,2MASS J14065716+2850382,Planet Radial Velocity Curve,35,FCJD,2455613.974352,days,2456048.807477,-394.202,m/s,297.249,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_M53_001_RV.tbl,TYC 1451-01054-1,Planet Radial Velocity Curve,36,FCJD,2455580.992350,days,2456022.799051,-4152.241,m/s,4949.031,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_VOD2_083_RV.tbl,NMD1-0897-0216670,Planet Radial Velocity Curve,21,FCJD,2455579.917894,days,2456084.639502,-154.019,m/s,147.696,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD89744_016_RV.tbl,2MASS J10194232+4205088,Planet Radial Velocity Curve,33,FCJD,2454811.970694,days,2455553.941806,-327.024,m/s,410.929,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_M3_024_RV.tbl,2MASS J13491258+2702318,Planet Radial Velocity Curve,42,FCJD,2455610.028079,days,2456078.634282,-352.338,m/s,495.932,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K5_031_RV.tbl,2MASS J19333344+4853567,Planet Radial Velocity Curve,22,FCJD,2454994.880093,days,2455496.609433,-138.126,m/s,157.366,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD17092_016_RV.tbl,2MASS J02443222+5037448,Planet Radial Velocity Curve,11,FCJD,2454805.791863,days,2455514.719919,-47.744,m/s,53.656,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_210+08_028_RV.tbl,2MASS J07194525+0607351,Planet Radial Velocity Curve,25,FCJD,2455578.853924,days,2456019.615174,-101.735,m/s,61.398,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD89307_076_RV.tbl,2MASS J10155228+1351259,Planet Radial Velocity Curve,29,FCJD,2454812.015012,days,2455553.894375,-591.489,m/s,256.597,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD219828_084_RV.tbl,2MASS J23243966+1822138,Planet Radial Velocity Curve,32,FCJD,2454782.702616,days,2455553.639896,-18210.938,m/s,56091.344,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_M53_101_RV.tbl,2MASS J13171980+1744597,Planet Radial Velocity Curve,36,FCJD,2455580.992350,days,2456022.799051,-847.482,m/s,1900.901,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
XO-2_058_RV.tbl,2MASS J07484261+4948205,Planet Radial Velocity Curve,30,FCJD,2454840.961655,days,2455527.892627,-472.417,m/s,634.234,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_M107_061_RV.tbl,NMD1-0776-0409478,Planet Radial Velocity Curve,23,FCJD,2455640.983414,days,2456106.710625,-2403.059,m/s,1354.196,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
WASP-1_026_RV.tbl,2MASS J00201850+3047177,Planet Radial Velocity Curve,28,FCJD,2454777.601146,days,2455543.640336,-767.062,m/s,1053.813,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD43691_064_RV.tbl,2MASS J06225731+4158275,Planet Radial Velocity Curve,33,FCJD,2454779.801817,days,2455550.880475,-113.697,m/s,213.350,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K21_116_RV.tbl,2MASS J19270169+3642542,Planet Radial Velocity Curve,18,FCJD,2454956.820637,days,2455483.697546,-65.678,m/s,76.628,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD37605_018_RV.tbl,2MASS J05423760+0459218,Planet Radial Velocity Curve,26,FCJD,2454842.814583,days,2455557.880914,-296.790,m/s,256.115,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GJ436_109_RV.tbl,2MASS J11411540+2636357,Planet Radial Velocity Curve,28,FCJD,2454867.993356,days,2455291.771759,-3454.613,m/s,471.341,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_N4147_055_RV.tbl,2MASS J12010170+1800509,Planet Radial Velocity Curve,32,FCJD,2455577.929039,days,2455990.795104,-308.248,m/s,329.319,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD37605_118_RV.tbl,2MASS J05380895+0557373,Planet Radial Velocity Curve,26,FCJD,2454842.814583,days,2455557.880914,-207.527,m/s,174.559,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_SGR1_077_RV.tbl,2MASS J08145072+3230076,Planet Radial Velocity Curve,27,FCJD,2455577.886238,days,2456022.681308,-1244.667,m/s,3123.575,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
KEPLER4_027_RV.tbl,2MASS J18512773+4855577,Planet Radial Velocity Curve,22,FCJD,2454994.836597,days,2455496.564896,-84.681,m/s,104.979,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K21_016_RV.tbl,2MASS J19223847+3853548,Planet Radial Velocity Curve,18,FCJD,2454956.820637,days,2455483.697546,-794.481,m/s,1261.360,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1631_091_RV.tbl,2MASS J06511778+5905112,Planet Radial Velocity Curve,32,FCJD,2454779.866354,days,2455556.925718,-166.033,m/s,173.606,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
